Line#,Date,"Thermocouple - Std Dev (RAW-C-20 20107267:20088126-2S), C, Arizona VT SE KMP08 AZ VT1 Tcell","Thermocouple - Avg (RAW-C-20 20107267:20088126-2A), C, Arizona VT SE KMP08 AZ VT1 Tcell","Thermocouple - Max (RAW-C-20 20107267:20088126-2x), C, Arizona VT SE KMP08 AZ VT1 Tcell","Thermocouple - Min (RAW-C-20 20107267:20088126-2m), C, Arizona VT SE KMP08 AZ VT1 Tcell","Thermocouple (RAW-C-20 20107267:20088126-2), C, Arizona VT SE KMP08 AZ VT1 Tcell","Voltage - Std Dev (RAW-V-5 20107267:20088126-1S), V, Arizona VT SE KMP08 AZ VT1 Voc","Voltage - Avg (RAW-V-5 20107267:20088126-1A), V, Arizona VT SE KMP08 AZ VT1 Voc","Voltage - Max (RAW-V-5 20107267:20088126-1x), V, Arizona VT SE KMP08 AZ VT1 Voc","Voltage - Min (RAW-V-5 20107267:20088126-1m), V, Arizona VT SE KMP08 AZ VT1 Voc","Voltage (RAW-V-5 20107267:20088126-1), V, Arizona VT SE KMP08 AZ VT1 Voc","Battery (RX3000 BATTERY 20107267:20107267-B), V, Arizona VT SE KMP08","Thermocouple - Std Dev (RAW-C-20 20107267:20088126-2S), C, Arizona VT SE KMP8 AZ VT1 Tcell","Thermocouple - Avg (RAW-C-20 20107267:20088126-2A), C, Arizona VT SE KMP8 AZ VT1 Tcell","Thermocouple - Max (RAW-C-20 20107267:20088126-2x), C, Arizona VT SE KMP8 AZ VT1 Tcell","Thermocouple - Min (RAW-C-20 20107267:20088126-2m), C, Arizona VT SE KMP8 AZ VT1 Tcell","Thermocouple (RAW-C-20 20107267:20088126-2), C, Arizona VT SE KMP8 AZ VT1 Tcell","Voltage - Std Dev (RAW-V-5 20107267:20088126-1S), V, Arizona VT SE KMP8 AZ VT1 Voc","Voltage - Avg (RAW-V-5 20107267:20088126-1A), V, Arizona VT SE KMP8 AZ VT1 Voc","Voltage - Max (RAW-V-5 20107267:20088126-1x), V, Arizona VT SE KMP8 AZ VT1 Voc","Voltage - Min (RAW-V-5 20107267:20088126-1m), V, Arizona VT SE KMP8 AZ VT1 Voc","Voltage (RAW-V-5 20107267:20088126-1), V, Arizona VT SE KMP8 AZ VT1 Voc","Battery (RX3000 BATTERY 20107267:20107267-B), V, Arizona VT SE KMP8","Thermocouple - Std Dev (RAW-C-20 20107267:20088126-2S), C, Arizona VT 1 AZ VT1 Tcell","Thermocouple - Avg (RAW-C-20 20107267:20088126-2A), C, Arizona VT 1 AZ VT1 Tcell","Thermocouple - Max (RAW-C-20 20107267:20088126-2x), C, Arizona VT 1 AZ VT1 Tcell","Thermocouple - Min (RAW-C-20 20107267:20088126-2m), C, Arizona VT 1 AZ VT1 Tcell","Thermocouple (RAW-C-20 20107267:20088126-2), C, Arizona VT 1 AZ VT1 Tcell","Voltage - Std Dev (RAW-V-5 20107267:20088126-1S), V, Arizona VT 1 AZ VT1 Voc","Voltage - Avg (RAW-V-5 20107267:20088126-1A), V, Arizona VT 1 AZ VT1 Voc","Voltage - Max (RAW-V-5 20107267:20088126-1x), V, Arizona VT 1 AZ VT1 Voc","Voltage - Min (RAW-V-5 20107267:20088126-1m), V, Arizona VT 1 AZ VT1 Voc","Voltage (RAW-V-5 20107267:20088126-1), V, Arizona VT 1 AZ VT1 Voc","Battery (RX3000 BATTERY 20107267:20107267-B), V, Arizona VT 1","Battery (RX3000 BATTERY 20107267:20107267-B), V, Arizona VT Center"
1002,08/22/17 08:27:00,,,,,38.421,,,,,0.5610,,,,,,,,,,,,,,,,,,,,,,,,
1003,08/22/17 08:28:00,,,,,39.196,,,,,0.5665,,,,,,,,,,,,,,,,,,,,,,,,
1004,08/22/17 08:29:00,,,,,39.039,,,,,0.5685,,,,,,,,,,,,,,,,,,,,,,,,
1005,08/22/17 08:30:00,,,,,38.556,,,,,0.5762,4.418,,,,,,,,,,,,,,,,,,,,,,,
1006,08/22/17 08:31:00,,,,,39.343,,,,,0.5675,,,,,,,,,,,,,,,,,,,,,,,,
1007,08/22/17 08:32:00,,,,,40.797,,,,,0.5709,,,,,,,,,,,,,,,,,,,,,,,,
1008,08/22/17 08:33:00,,,,,39.864,,,,,0.5510,,,,,,,,,,,,,,,,,,,,,,,,
1009,08/22/17 08:34:00,,,,,39.679,,,,,0.5485,,,,,,,,,,,,,,,,,,,,,,,,
1010,08/22/17 08:35:00,,,,,38.562,,,,,0.5623,4.409,,,,,,,,,,,,,,,,,,,,,,,
1011,08/22/17 08:36:00,,,,,39.511,,,,,0.5562,,,,,,,,,,,,,,,,,,,,,,,,
1012,08/22/17 08:37:00,,,,,38.947,,,,,0.5437,,,,,,,,,,,,,,,,,,,,,,,,
1013,08/22/17 08:38:00,,,,,39.354,,,,,0.5772,,,,,,,,,,,,,,,,,,,,,,,,
1014,08/22/17 08:39:00,,,,,40.238,,,,,0.5634,,,,,,,,,,,,,,,,,,,,,,,,
1015,08/22/17 08:40:00,,,,,41.057,,,,,0.5430,4.405,,,,,,,,,,,,,,,,,,,,,,,
1016,08/22/17 08:41:00,,,,,40.629,,,,,0.5551,,,,,,,,,,,,,,,,,,,,,,,,
1017,08/22/17 08:42:00,,,,,41.627,,,,,0.5764,,,,,,,,,,,,,,,,,,,,,,,,
1018,08/22/17 08:43:00,,,,,41.936,,,,,0.5624,,,,,,,,,,,,,,,,,,,,,,,,
1019,08/22/17 08:44:00,,,,,43.222,,,,,0.5728,,,,,,,,,,,,,,,,,,,,,,,,
1020,08/22/17 08:45:00,,,,,43.586,,,,,0.5714,4.398,,,,,,,,,,,,,,,,,,,,,,,
1021,08/22/17 08:46:00,,,,,45.772,,,,,0.5693,,,,,,,,,,,,,,,,,,,,,,,,
1022,08/22/17 08:47:00,,,,,44.996,,,,,0.5676,,,,,,,,,,,,,,,,,,,,,,,,
1023,08/22/17 08:48:00,,,,,47.427,,,,,0.5657,,,,,,,,,,,,,,,,,,,,,,,,
1024,08/22/17 08:49:00,,,,,47.693,,,,,0.5642,,,,,,,,,,,,,,,,,,,,,,,,
1025,08/22/17 08:50:00,,,,,48.382,,,,,0.5635,4.432,,,,,,,,,,,,,,,,,,,,,,,
1026,08/22/17 08:51:00,,,,,47.676,,,,,0.5631,,,,,,,,,,,,,,,,,,,,,,,,
1027,08/22/17 08:52:00,,,,,48.056,,,,,0.5623,,,,,,,,,,,,,,,,,,,,,,,,
1028,08/22/17 08:53:00,,,,,48.686,,,,,0.5621,,,,,,,,,,,,,,,,,,,,,,,,
1029,08/22/17 08:54:00,,,,,49.255,,,,,0.5615,,,,,,,,,,,,,,,,,,,,,,,,
1030,08/22/17 08:55:00,,,,,49.608,,,,,0.5612,4.469,,,,,,,,,,,,,,,,,,,,,,,
1031,08/22/17 08:56:00,,,,,50.118,,,,,0.5610,,,,,,,,,,,,,,,,,,,,,,,,
1032,08/22/17 08:57:00,,,,,50.660,,,,,0.5604,,,,,,,,,,,,,,,,,,,,,,,,
1033,08/22/17 08:58:00,,,,,48.431,,,,,0.5610,,,,,,,,,,,,,,,,,,,,,,,,
1034,08/22/17 08:59:00,,,,,50.102,,,,,0.5606,,,,,,,,,,,,,,,,,,,,,,,,
1035,08/22/17 09:00:00,,,,,51.219,,,,,0.5595,4.456,,,,,,,,,,,,,,,,,,,,,,,
1036,08/22/17 09:01:00,,,,,51.089,,,,,0.5592,,,,,,,,,,,,,,,,,,,,,,,,
1037,08/22/17 09:02:00,,,,,51.181,,,,,0.5590,,,,,,,,,,,,,,,,,,,,,,,,
1038,08/22/17 09:03:00,,,,,52.619,,,,,0.5579,,,,,,,,,,,,,,,,,,,,,,,,
1039,08/22/17 09:04:00,,,,,50.997,,,,,0.1628,,,,,,,,,,,,,,,,,,,,,,,,
1040,08/22/17 09:05:00,,,,,52.950,,,,,0.3052,4.433,,,,,,,,,,,,,,,,,,,,,,,
1041,08/22/17 09:06:00,,,,,52.966,,,,,0.3770,,,,,,,,,,,,,,,,,,,,,,,,
1042,08/22/17 09:07:00,,,,,52.635,,,,,0.3952,,,,,,,,,,,,,,,,,,,,,,,,
1043,08/22/17 09:08:00,,,,,51.539,,,,,0.4002,,,,,,,,,,,,,,,,,,,,,,,,
1044,08/22/17 09:09:00,,,,,52.793,,,,,0.3810,,,,,,,,,,,,,,,,,,,,,,,,
1045,08/22/17 09:10:00,,,,,53.487,,,,,0.3825,4.420,,,,,,,,,,,,,,,,,,,,,,,
1046,08/22/17 09:11:00,,,,,52.711,,,,,0.4024,,,,,,,,,,,,,,,,,,,,,,,,
1047,08/22/17 09:12:00,,,,,52.657,,,,,0.4142,,,,,,,,,,,,,,,,,,,,,,,,
1048,08/22/17 09:13:00,,,,,51.105,,,,,0.3683,,,,,,,,,,,,,,,,,,,,,,,,
1049,08/22/17 09:14:00,,,,,52.418,,,,,0.3500,,,,,,,,,,,,,,,,,,,,,,,,
1050,08/22/17 09:15:00,,,,,52.196,,,,,0.3716,4.411,,,,,,,,,,,,,,,,,,,,,,,
1051,08/22/17 09:16:00,,,,,50.259,,,,,0.5538,,,,,,,,,,,,,,,,,,,,,,,,
1052,08/22/17 09:17:00,,,,,52.500,,,,,0.5587,,,,,,,,,,,,,,,,,,,,,,,,
1053,08/22/17 09:18:00,,,,,50.047,,,,,0.5595,,,,,,,,,,,,,,,,,,,,,,,,
1054,08/22/17 09:19:00,,,,,51.561,,,,,0.5596,,,,,,,,,,,,,,,,,,,,,,,,
1055,08/22/17 09:20:00,,,,,49.868,,,,,0.5606,4.403,,,,,,,,,,,,,,,,,,,,,,,
1056,08/22/17 09:21:00,,,,,50.943,,,,,0.5610,,,,,,,,,,,,,,,,,,,,,,,,
1057,08/22/17 09:22:00,,,,,50.650,,,,,0.5620,,,,,,,,,,,,,,,,,,,,,,,,
1058,08/22/17 09:23:00,,,,,51.339,,,,,0.5615,,,,,,,,,,,,,,,,,,,,,,,,
1059,08/22/17 09:24:00,,,,,49.483,,,,,0.5620,,,,,,,,,,,,,,,,,,,,,,,,
1060,08/22/17 09:25:00,,,,,51.973,,,,,0.5612,4.400,,,,,,,,,,,,,,,,,,,,,,,
1061,08/22/17 09:26:00,,,,,51.447,,,,,0.5612,,,,,,,,,,,,,,,,,,,,,,,,
1062,08/22/17 09:27:00,,,,,51.957,,,,,0.5606,,,,,,,,,,,,,,,,,,,,,,,,
1063,08/22/17 09:28:00,,,,,51.040,,,,,0.5604,,,,,,,,,,,,,,,,,,,,,,,,
1064,08/22/17 09:29:00,,,,,52.565,,,,,0.5590,,,,,,,,,,,,,,,,,,,,,,,,
1065,08/22/17 09:30:00,,,,,53.395,,,,,0.5588,4.433,,,,,,,,,,,,,,,,,,,,,,,
1066,08/22/17 09:31:00,,,,,53.281,,,,,0.5587,,,,,,,,,,,,,,,,,,,,,,,,
1067,08/22/17 09:32:00,,,,,53.889,,,,,0.1525,,,,,,,,,,,,,,,,,,,,,,,,
1068,08/22/17 09:33:00,,,,,50.736,,,,,0.2214,,,,,,,,,,,,,,,,,,,,,,,,
1069,08/22/17 09:34:00,,,,,53.758,,,,,0.1372,,,,,,,,,,,,,,,,,,,,,,,,
1070,08/22/17 09:35:00,,,,,53.026,,,,,0.1541,4.463,,,,,,,,,,,,,,,,,,,,,,,
1071,08/22/17 09:36:00,,,,,50.981,,,,,0.1855,,,,,,,,,,,,,,,,,,,,,,,,
1072,08/22/17 09:37:00,,,,,52.804,,,,,0.1841,,,,,,,,,,,,,,,,,,,,,,,,
1073,08/22/17 09:38:00,,,,,52.039,,,,,0.1804,,,,,,,,,,,,,,,,,,,,,,,,
1074,08/22/17 09:39:00,,,,,53.579,,,,,0.1862,,,,,,,,,,,,,,,,,,,,,,,,
1075,08/22/17 09:40:00,,,,,51.903,,,,,0.2178,4.459,,,,,,,,,,,,,,,,,,,,,,,
1076,08/22/17 09:41:00,,,,,52.890,,,,,0.1530,,,,,,,,,,,,,,,,,,,,,,,,
1077,08/22/17 09:42:00,,,,,53.693,,,,,0.1693,,,,,,,,,,,,,,,,,,,,,,,,
1078,08/22/17 09:43:00,,,,,53.579,,,,,0.1705,,,,,,,,,,,,,,,,,,,,,,,,
1079,08/22/17 09:44:00,,,,,53.281,,,,,0.1572,,,,,,,,,,,,,,,,,,,,,,,,
1080,08/22/17 09:45:00,,,,,53.829,,,,,0.1638,4.430,,,,,,,,,,,,,,,,,,,,,,,
1081,08/22/17 09:46:00,,,,,53.113,,,,,0.1876,,,,,,,,,,,,,,,,,,,,,,,,
1082,08/22/17 09:47:00,,,,,53.004,,,,,0.1580,,,,,,,,,,,,,,,,,,,,,,,,
1083,08/22/17 09:48:00,,,,,52.814,,,,,0.1467,,,,,,,,,,,,,,,,,,,,,,,,
1084,08/22/17 09:49:00,,,,,54.138,,,,,0.1044,,,,,,,,,,,,,,,,,,,,,,,,
1085,08/22/17 09:50:00,,,,,53.075,,,,,0.1508,4.418,,,,,,,,,,,,,,,,,,,,,,,
1086,08/22/17 09:51:00,,,,,52.760,,,,,0.1347,,,,,,,,,,,,,,,,,,,,,,,,
1087,08/22/17 09:52:00,,,,,53.623,,,,,0.1215,,,,,,,,,,,,,,,,,,,,,,,,
1088,08/22/17 09:53:00,,,,,53.227,,,,,0.1483,,,,,,,,,,,,,,,,,,,,,,,,
1089,08/22/17 09:54:00,,,,,52.294,,,,,0.1256,,,,,,,,,,,,,,,,,,,,,,,,
1090,08/22/17 09:55:00,,,,,51.865,,,,,0.1372,4.409,,,,,,,,,,,,,,,,,,,,,,,
1091,08/22/17 09:56:00,,,,,50.834,,,,,0.1672,,,,,,,,,,,,,,,,,,,,,,,,
1092,08/22/17 09:57:00,,,,,50.547,,,,,0.1760,,,,,,,,,,,,,,,,,,,,,,,,
1093,08/22/17 09:58:00,,,,,50.378,,,,,0.1984,,,,,,,,,,,,,,,,,,,,,,,,
1094,08/22/17 09:59:00,,,,,52.717,,,,,0.1359,,,,,,,,,,,,,,,,,,,,,,,,
1095,08/22/17 10:00:00,,,,,52.326,,,,,0.1704,4.405,,,,,,,,,,,,,,,,,,,,,,,
1096,08/22/17 10:01:00,,,,,52.907,,,,,0.1677,,,,,,,,,,,,,,,,,,,,,,,,
1097,08/22/17 10:02:00,,,,,53.417,,,,,0.1663,,,,,,,,,,,,,,,,,,,,,,,,
1098,08/22/17 10:03:00,,,,,56.167,,,,,0.1093,,,,,,,,,,,,,,,,,,,,,,,,
1099,08/22/17 10:04:00,,,,,56.422,,,,,0.0957,,,,,,,,,,,,,,,,,,,,,,,,
1100,08/22/17 10:05:00,,,,,57.328,,,,,0.1257,4.400,,,,,,,,,,,,,,,,,,,,,,,
1101,08/22/17 10:06:00,,,,,55.972,,,,,0.1888,,,,,,,,,,,,,,,,,,,,,,,,
1102,08/22/17 10:07:00,,,,,57.187,,,,,0.1638,,,,,,,,,,,,,,,,,,,,,,,,
1103,08/22/17 10:08:00,,,,,56.960,,,,,0.1415,,,,,,,,,,,,,,,,,,,,,,,,
1104,08/22/17 10:09:00,,,,,54.827,,,,,0.1569,,,,,,,,,,,,,,,,,,,,,,,,
1105,08/22/17 10:10:00,,,,,55.625,,,,,0.1783,4.414,,,,,,,,,,,,,,,,,,,,,,,
1106,08/22/17 10:11:00,,,,,56.374,,,,,0.1913,,,,,,,,,,,,,,,,,,,,,,,,
1107,08/22/17 10:12:00,,,,,56.634,,,,,0.1669,,,,,,,,,,,,,,,,,,,,,,,,
1108,08/22/17 10:13:00,,,,,56.639,,,,,0.1910,,,,,,,,,,,,,,,,,,,,,,,,
1109,08/22/17 10:14:00,,,,,55.158,,,,,0.5610,,,,,,,,,,,,,,,,,,,,,,,,
1110,08/22/17 10:15:00,,,,,55.826,,,,,0.5612,4.457,,,,,,,,,,,,,,,,,,,,,,,
1111,08/22/17 10:16:00,,,,,57.090,,,,,0.5588,,,,,,,,,,,,,,,,,,,,,,,,
1112,08/22/17 10:17:00,,,,,55.950,,,,,0.0914,,,,,,,,,,,,,,,,,,,,,,,,
1113,08/22/17 10:18:00,,,,,57.318,,,,,0.0999,,,,,,,,,,,,,,,,,,,,,,,,
1114,08/22/17 10:19:00,,,,,57.231,,,,,0.1204,,,,,,,,,,,,,,,,,,,,,,,,
1115,08/22/17 10:20:00,,,,,57.475,,,,,0.2242,4.468,,,,,,,,,,,,,,,,,,,,,,,
1116,08/22/17 10:21:00,,,,,55.728,,,,,0.2454,,,,,,,,,,,,,,,,,,,,,,,,
1117,08/22/17 10:22:00,,,,,55.001,,,,,0.2242,,,,,,,,,,,,,,,,,,,,,,,,
1118,08/22/17 10:23:00,,,,,52.988,,,,,0.0822,,,,,,,,,,,,,,,,,,,,,,,,
1119,08/22/17 10:24:00,,,,,52.218,,,,,0.1605,,,,,,,,,,,,,,,,,,,,,,,,
1120,08/22/17 10:25:00,,,,,52.294,,,,,0.4088,4.435,,,,,,,,,,,,,,,,,,,,,,,
1121,08/22/17 10:26:00,,,,,52.234,,,,,0.1768,,,,,,,,,,,,,,,,,,,,,,,,
1122,08/22/17 10:27:00,,,,,50.764,,,,,0.2191,,,,,,,,,,,,,,,,,,,,,,,,
1123,08/22/17 10:28:00,,,,,55.348,,,,,0.3484,,,,,,,,,,,,,,,,,,,,,,,,
1124,08/22/17 10:29:00,,,,,56.455,,,,,0.1746,,,,,,,,,,,,,,,,,,,,,,,,
1125,08/22/17 10:30:00,,,,,56.737,,,,,0.2328,4.420,,,,,,,,,,,,,,,,,,,,,,,
1126,08/22/17 10:31:00,,,,,57.920,,,,,0.3675,,,,,,,,,,,,,,,,,,,,,,,,
1127,08/22/17 10:32:00,,,,,57.974,,,,,0.3528,,,,,,,,,,,,,,,,,,,,,,,,
1128,08/22/17 10:33:00,,,,,58.251,,,,,0.3623,,,,,,,,,,,,,,,,,,,,,,,,
1129,08/22/17 10:34:00,,,,,57.198,,,,,0.4610,,,,,,,,,,,,,,,,,,,,,,,,
1130,08/22/17 10:35:00,,,,,58.511,,,,,0.0972,4.409,,,,,,,,,,,,,,,,,,,,,,,
1131,08/22/17 10:36:00,,,,,55.131,,,,,0.2172,,,,,,,,,,,,,,,,,,,,,,,,
1132,08/22/17 10:37:00,,,,,54.768,,,,,0.2007,,,,,,,,,,,,,,,,,,,,,,,,
1133,08/22/17 10:38:00,,,,,57.204,,,,,0.3063,,,,,,,,,,,,,,,,,,,,,,,,
1134,08/22/17 10:39:00,,,,,59.032,,,,,0.3274,,,,,,,,,,,,,,,,,,,,,,,,
1135,08/22/17 10:40:00,,,,,59.059,,,,,0.3370,4.403,,,,,,,,,,,,,,,,,,,,,,,
1136,08/22/17 10:41:00,,,,,57.209,,,,,0.1495,,,,,,,,,,,,,,,,,,,,,,,,
1137,08/22/17 10:42:00,,,,,57.719,,,,,0.1560,,,,,,,,,,,,,,,,,,,,,,,,
1138,08/22/17 10:43:00,,,,,56.216,,,,,0.1405,,,,,,,,,,,,,,,,,,,,,,,,
1139,08/22/17 10:44:00,,,,,58.262,,,,,0.3756,,,,,,,,,,,,,,,,,,,,,,,,
1140,08/22/17 10:45:00,,,,,56.026,,,,,0.4182,4.400,,,,,,,,,,,,,,,,,,,,,,,
1141,08/22/17 10:46:00,,,,,55.261,,,,,0.4030,,,,,,,,,,,,,,,,,,,,,,,,
1142,08/22/17 10:47:00,,,,,54.355,,,,,0.5438,,,,,,,,,,,,,,,,,,,,,,,,
1143,08/22/17 10:48:00,,,,,54.616,,,,,0.4887,,,,,,,,,,,,,,,,,,,,,,,,
1144,08/22/17 10:49:00,,,,,53.742,,,,,0.5161,,,,,,,,,,,,,,,,,,,,,,,,
1145,08/22/17 10:50:00,,,,,55.288,,,,,0.3385,4.414,,,,,,,,,,,,,,,,,,,,,,,
1146,08/22/17 10:51:00,,,,,58.240,,,,,0.5587,,,,,,,,,,,,,,,,,,,,,,,,
1147,08/22/17 10:52:00,,,,,56.894,,,,,0.4163,,,,,,,,,,,,,,,,,,,,,,,,
1148,08/22/17 10:53:00,,,,,58.370,,,,,0.4293,,,,,,,,,,,,,,,,,,,,,,,,
1149,08/22/17 10:54:00,,,,,58.625,,,,,0.4541,,,,,,,,,,,,,,,,,,,,,,,,
1150,08/22/17 10:55:00,,,,,56.574,,,,,0.4827,4.450,,,,,,,,,,,,,,,,,,,,,,,
1151,08/22/17 10:56:00,,,,,59.184,,,,,0.4801,,,,,,,,,,,,,,,,,,,,,,,,
1152,08/22/17 10:57:00,,,,,57.334,,,,,0.4934,,,,,,,,,,,,,,,,,,,,,,,,
1153,08/22/17 10:58:00,,,,,58.712,,,,,0.4250,,,,,,,,,,,,,,,,,,,,,,,,
1154,08/22/17 10:59:00,,,,,60.139,,,,,0.1799,,,,,,,,,,,,,,,,,,,,,,,,
1155,08/22/17 11:00:00,,,,,62.754,,,,,0.3146,4.465,,,,,,,,,,,,,,,,,,,,,,,
1156,08/22/17 11:01:00,,,,,61.951,,,,,0.5390,,,,,,,,,,,,,,,,,,,,,,,,
1157,08/22/17 11:02:00,,,,,62.673,,,,,0.5521,,,,,,,,,,,,,,,,,,,,,,,,
1158,08/22/17 11:03:00,,,,,64.148,,,,,0.5416,,,,,,,,,,,,,,,,,,,,,,,,
1159,08/22/17 11:04:00,,,,,63.318,,,,,0.5391,,,,,,,,,,,,,,,,,,,,,,,,
1160,08/22/17 11:05:00,,,,,63.888,,,,,0.1005,4.438,,,,,,,,,,,,,,,,,,,,,,,
1161,08/22/17 11:06:00,,,,,62.922,,,,,0.3962,,,,,,,,,,,,,,,,,,,,,,,,
1162,08/22/17 11:07:00,,,,,61.577,,,,,0.3879,,,,,,,,,,,,,,,,,,,,,,,,
1163,08/22/17 11:08:00,,,,,58.354,,,,,0.5261,,,,,,,,,,,,,,,,,,,,,,,,
1164,08/22/17 11:09:00,,,,,55.538,,,,,0.2175,,,,,,,,,,,,,,,,,,,,,,,,
1165,08/22/17 11:10:00,,,,,53.715,,,,,0.3792,4.418,,,,,,,,,,,,,,,,,,,,,,,
1166,08/22/17 11:11:00,,,,,50.991,,,,,0.4557,,,,,,,,,,,,,,,,,,,,,,,,
1167,08/22/17 11:12:00,,,,,51.849,,,,,0.0958,,,,,,,,,,,,,,,,,,,,,,,,
1168,08/22/17 11:13:00,,,,,52.597,,,,,0.1063,,,,,,,,,,,,,,,,,,,,,,,,
1169,08/22/17 11:14:00,,,,,55.202,,,,,0.5610,,,,,,,,,,,,,,,,,,,,,,,,
1170,08/22/17 11:15:00,,,,,55.744,,,,,0.5494,4.411,,,,,,,,,,,,,,,,,,,,,,,
1171,08/22/17 11:16:00,,,,,57.909,,,,,0.5224,,,,,,,,,,,,,,,,,,,,,,,,
1172,08/22/17 11:17:00,,,,,57.502,,,,,0.2433,,,,,,,,,,,,,,,,,,,,,,,,
1173,08/22/17 11:18:00,,,,,56.493,,,,,0.3622,,,,,,,,,,,,,,,,,,,,,,,,
1174,08/22/17 11:19:00,,,,,57.285,,,,,0.4553,,,,,,,,,,,,,,,,,,,,,,,,
1175,08/22/17 11:20:00,,,,,55.109,,,,,0.3615,4.405,,,,,,,,,,,,,,,,,,,,,,,
1176,08/22/17 11:21:00,,,,,53.113,,,,,0.5443,,,,,,,,,,,,,,,,,,,,,,,,
1177,08/22/17 11:22:00,,,,,53.791,,,,,0.5667,,,,,,,,,,,,,,,,,,,,,,,,
1178,08/22/17 11:23:00,,,,,52.136,,,,,0.5602,,,,,,,,,,,,,,,,,,,,,,,,
1179,08/22/17 11:24:00,,,,,52.869,,,,,0.5108,,,,,,,,,,,,,,,,,,,,,,,,
1180,08/22/17 11:25:00,,,,,51.084,,,,,0.5480,4.402,,,,,,,,,,,,,,,,,,,,,,,
1181,08/22/17 11:26:00,,,,,52.250,,,,,0.5546,,,,,,,,,,,,,,,,,,,,,,,,
1182,08/22/17 11:27:00,,,,,51.485,,,,,0.5487,,,,,,,,,,,,,,,,,,,,,,,,
1183,08/22/17 11:28:00,,,,,53.238,,,,,0.5105,,,,,,,,,,,,,,,,,,,,,,,,
1184,08/22/17 11:29:00,,,,,51.919,,,,,0.5133,,,,,,,,,,,,,,,,,,,,,,,,
1185,08/22/17 11:30:00,,,,,52.809,,,,,0.5000,4.406,,,,,,,,,,,,,,,,,,,,,,,
1186,08/22/17 11:31:00,,,,,53.612,,,,,0.4976,,,,,,,,,,,,,,,,,,,,,,,,
1187,08/22/17 11:32:00,,,,,57.486,,,,,0.5631,,,,,,,,,,,,,,,,,,,,,,,,
1188,08/22/17 11:33:00,,,,,59.368,,,,,0.2469,,,,,,,,,,,,,,,,,,,,,,,,
1189,08/22/17 11:34:00,,,,,58.457,,,,,0.4034,,,,,,,,,,,,,,,,,,,,,,,,
1190,08/22/17 11:35:00,,,,,55.500,,,,,0.2206,4.450,,,,,,,,,,,,,,,,,,,,,,,
1191,08/22/17 11:36:00,,,,,55.934,,,,,0.5628,,,,,,,,,,,,,,,,,,,,,,,,
1192,08/22/17 11:37:00,,,,,58.050,,,,,0.5612,,,,,,,,,,,,,,,,,,,,,,,,
1193,08/22/17 11:38:00,,,,,57.947,,,,,0.5596,,,,,,,,,,,,,,,,,,,,,,,,
1194,08/22/17 11:39:00,,,,,58.202,,,,,0.5596,,,,,,,,,,,,,,,,,,,,,,,,
1195,08/22/17 11:40:00,,,,,58.332,,,,,0.5604,4.469,,,,,,,,,,,,,,,,,,,,,,,
1196,08/22/17 11:41:00,,,,,59.227,,,,,0.5607,,,,,,,,,,,,,,,,,,,,,,,,
1197,08/22/17 11:42:00,,,,,59.455,,,,,0.4702,,,,,,,,,,,,,,,,,,,,,,,,
1198,08/22/17 11:43:00,,,,,58.934,,,,,0.2285,,,,,,,,,,,,,,,,,,,,,,,,
1199,08/22/17 11:44:00,,,,,56.650,,,,,0.3056,,,,,,,,,,,,,,,,,,,,,,,,
1200,08/22/17 11:45:00,,,,,54.882,,,,,0.1212,4.436,,,,,,,,,,,,,,,,,,,,,,,
1201,08/22/17 11:46:00,,,,,55.109,,,,,0.2161,,,,,,,,,,,,,,,,,,,,,,,,
1202,08/22/17 11:47:00,,,,,53.905,,,,,0.1409,,,,,,,,,,,,,,,,,,,,,,,,
1203,08/22/17 11:48:00,,,,,56.433,,,,,0.4210,,,,,,,,,,,,,,,,,,,,,,,,
1204,08/22/17 11:49:00,,,,,55.250,,,,,0.4196,,,,,,,,,,,,,,,,,,,,,,,,
1205,08/22/17 11:50:00,,,,,54.225,,,,,0.4283,4.420,,,,,,,,,,,,,,,,,,,,,,,
1206,08/22/17 11:51:00,,,,,54.703,,,,,0.4544,,,,,,,,,,,,,,,,,,,,,,,,
1207,08/22/17 11:52:00,,,,,55.988,,,,,0.5642,,,,,,,,,,,,,,,,,,,,,,,,
1208,08/22/17 11:53:00,,,,,56.444,,,,,0.5087,,,,,,,,,,,,,,,,,,,,,,,,
1209,08/22/17 11:54:00,,,,,56.688,,,,,0.5321,,,,,,,,,,,,,,,,,,,,,,,,
1210,08/22/17 11:55:00,,,,,55.760,,,,,0.4906,4.411,,,,,,,,,,,,,,,,,,,,,,,
1211,08/22/17 11:56:00,,,,,54.464,,,,,0.3323,,,,,,,,,,,,,,,,,,,,,,,,
1212,08/22/17 11:57:00,,,,,54.187,,,,,0.4132,,,,,,,,,,,,,,,,,,,,,,,,
1213,08/22/17 11:58:00,,,,,53.037,,,,,0.4325,,,,,,,,,,,,,,,,,,,,,,,,
1214,08/22/17 11:59:00,,,,,52.017,,,,,0.2678,,,,,,,,,,,,,,,,,,,,,,,,
1215,08/22/17 12:00:00,,,,,55.419,,,,,0.5642,4.398,,,,,,,,,,,,,,,,,,,,,,,
1216,08/22/17 12:01:00,,,,,56.314,,,,,0.3500,,,,,,,,,,,,,,,,,,,,,,,,
1217,08/22/17 12:02:00,,,,,57.166,,,,,0.5654,,,,,,,,,,,,,,,,,,,,,,,,
