Line#,Date,"Thermocouple - Std Dev (RAW-C-20 20107267:20088126-2S), C, Arizona VT SE KMP08 AZ VT1 Tcell","Thermocouple - Avg (RAW-C-20 20107267:20088126-2A), C, Arizona VT SE KMP08 AZ VT1 Tcell","Thermocouple - Max (RAW-C-20 20107267:20088126-2x), C, Arizona VT SE KMP08 AZ VT1 Tcell","Thermocouple - Min (RAW-C-20 20107267:20088126-2m), C, Arizona VT SE KMP08 AZ VT1 Tcell","Thermocouple (RAW-C-20 20107267:20088126-2), C, Arizona VT SE KMP08 AZ VT1 Tcell","Voltage - Std Dev (RAW-V-5 20107267:20088126-1S), V, Arizona VT SE KMP08 AZ VT1 Voc","Voltage - Avg (RAW-V-5 20107267:20088126-1A), V, Arizona VT SE KMP08 AZ VT1 Voc","Voltage - Max (RAW-V-5 20107267:20088126-1x), V, Arizona VT SE KMP08 AZ VT1 Voc","Voltage - Min (RAW-V-5 20107267:20088126-1m), V, Arizona VT SE KMP08 AZ VT1 Voc","Voltage (RAW-V-5 20107267:20088126-1), V, Arizona VT SE KMP08 AZ VT1 Voc","Battery (RX3000 BATTERY 20107267:20107267-B), V, Arizona VT SE KMP08","Thermocouple - Std Dev (RAW-C-20 20107267:20088126-2S), C, Arizona VT SE KMP8 AZ VT1 Tcell","Thermocouple - Avg (RAW-C-20 20107267:20088126-2A), C, Arizona VT SE KMP8 AZ VT1 Tcell","Thermocouple - Max (RAW-C-20 20107267:20088126-2x), C, Arizona VT SE KMP8 AZ VT1 Tcell","Thermocouple - Min (RAW-C-20 20107267:20088126-2m), C, Arizona VT SE KMP8 AZ VT1 Tcell","Thermocouple (RAW-C-20 20107267:20088126-2), C, Arizona VT SE KMP8 AZ VT1 Tcell","Voltage - Std Dev (RAW-V-5 20107267:20088126-1S), V, Arizona VT SE KMP8 AZ VT1 Voc","Voltage - Avg (RAW-V-5 20107267:20088126-1A), V, Arizona VT SE KMP8 AZ VT1 Voc","Voltage - Max (RAW-V-5 20107267:20088126-1x), V, Arizona VT SE KMP8 AZ VT1 Voc","Voltage - Min (RAW-V-5 20107267:20088126-1m), V, Arizona VT SE KMP8 AZ VT1 Voc","Voltage (RAW-V-5 20107267:20088126-1), V, Arizona VT SE KMP8 AZ VT1 Voc","Battery (RX3000 BATTERY 20107267:20107267-B), V, Arizona VT SE KMP8","Thermocouple - Std Dev (RAW-C-20 20107267:20088126-2S), C, Arizona VT 1 AZ VT1 Tcell","Thermocouple - Avg (RAW-C-20 20107267:20088126-2A), C, Arizona VT 1 AZ VT1 Tcell","Thermocouple - Max (RAW-C-20 20107267:20088126-2x), C, Arizona VT 1 AZ VT1 Tcell","Thermocouple - Min (RAW-C-20 20107267:20088126-2m), C, Arizona VT 1 AZ VT1 Tcell","Thermocouple (RAW-C-20 20107267:20088126-2), C, Arizona VT 1 AZ VT1 Tcell","Voltage - Std Dev (RAW-V-5 20107267:20088126-1S), V, Arizona VT 1 AZ VT1 Voc","Voltage - Avg (RAW-V-5 20107267:20088126-1A), V, Arizona VT 1 AZ VT1 Voc","Voltage - Max (RAW-V-5 20107267:20088126-1x), V, Arizona VT 1 AZ VT1 Voc","Voltage - Min (RAW-V-5 20107267:20088126-1m), V, Arizona VT 1 AZ VT1 Voc","Voltage (RAW-V-5 20107267:20088126-1), V, Arizona VT 1 AZ VT1 Voc","Battery (RX3000 BATTERY 20107267:20107267-B), V, Arizona VT 1","Battery (RX3000 BATTERY 20107267:20107267-B), V, Arizona VT Center"
1218,08/22/17 12:03:00,,,,,57.323,,,,,0.5621,,,,,,,,,,,,,,,,,,,,,,,,
1219,08/22/17 12:04:00,,,,,57.394,,,,,0.5471,,,,,,,,,,,,,,,,,,,,,,,,
1220,08/22/17 12:05:00,,,,,54.892,,,,,0.5529,4.439,,,,,,,,,,,,,,,,,,,,,,,
1221,08/22/17 12:06:00,,,,,53.856,,,,,0.5430,,,,,,,,,,,,,,,,,,,,,,,,
1222,08/22/17 12:07:00,,,,,55.874,,,,,0.3581,,,,,,,,,,,,,,,,,,,,,,,,
1223,08/22/17 12:08:00,,,,,57.866,,,,,0.4201,,,,,,,,,,,,,,,,,,,,,,,,
1224,08/22/17 12:09:00,,,,,59.303,,,,,0.3680,,,,,,,,,,,,,,,,,,,,,,,,
1225,08/22/17 12:10:00,,,,,59.878,,,,,0.5358,4.469,,,,,,,,,,,,,,,,,,,,,,,
1226,08/22/17 12:11:00,,,,,58.858,,,,,0.5310,,,,,,,,,,,,,,,,,,,,,,,,
1227,08/22/17 12:12:00,,,,,58.061,,,,,0.4497,,,,,,,,,,,,,,,,,,,,,,,,
1228,08/22/17 12:13:00,,,,,58.609,,,,,0.2925,,,,,,,,,,,,,,,,,,,,,,,,
1229,08/22/17 12:14:00,,,,,58.348,,,,,0.5148,,,,,,,,,,,,,,,,,,,,,,,,
1230,08/22/17 12:15:00,,,,,57.817,,,,,0.5203,4.453,,,,,,,,,,,,,,,,,,,,,,,
1231,08/22/17 12:16:00,,,,,57.887,,,,,0.5311,,,,,,,,,,,,,,,,,,,,,,,,
1232,08/22/17 12:17:00,,,,,58.186,,,,,0.3338,,,,,,,,,,,,,,,,,,,,,,,,
1233,08/22/17 12:18:00,,,,,57.931,,,,,0.4505,,,,,,,,,,,,,,,,,,,,,,,,
1234,08/22/17 12:19:00,,,,,59.390,,,,,0.4358,,,,,,,,,,,,,,,,,,,,,,,,
1235,08/22/17 12:20:00,,,,,63.074,,,,,0.0875,4.429,,,,,,,,,,,,,,,,,,,,,,,
1236,08/22/17 12:21:00,,,,,64.203,,,,,0.1452,,,,,,,,,,,,,,,,,,,,,,,,
1237,08/22/17 12:22:00,,,,,64.018,,,,,0.2909,,,,,,,,,,,,,,,,,,,,,,,,
1238,08/22/17 12:23:00,,,,,64.360,,,,,0.3670,,,,,,,,,,,,,,,,,,,,,,,,
1239,08/22/17 12:24:00,,,,,63.953,,,,,0.3976,,,,,,,,,,,,,,,,,,,,,,,,
1240,08/22/17 12:25:00,,,,,62.597,,,,,0.3962,4.415,,,,,,,,,,,,,,,,,,,,,,,
1241,08/22/17 12:26:00,,,,,61.631,,,,,0.3792,,,,,,,,,,,,,,,,,,,,,,,,
1242,08/22/17 12:27:00,,,,,62.814,,,,,0.5529,,,,,,,,,,,,,,,,,,,,,,,,
1243,08/22/17 12:28:00,,,,,63.226,,,,,0.5534,,,,,,,,,,,,,,,,,,,,,,,,
1244,08/22/17 12:29:00,,,,,62.651,,,,,0.5516,,,,,,,,,,,,,,,,,,,,,,,,
1245,08/22/17 12:30:00,,,,,63.161,,,,,0.5521,4.409,,,,,,,,,,,,,,,,,,,,,,,
1246,08/22/17 12:31:00,,,,,63.552,,,,,0.5521,,,,,,,,,,,,,,,,,,,,,,,,
1247,08/22/17 12:32:00,,,,,60.470,,,,,0.5534,,,,,,,,,,,,,,,,,,,,,,,,
1248,08/22/17 12:33:00,,,,,60.654,,,,,0.5560,,,,,,,,,,,,,,,,,,,,,,,,
1249,08/22/17 12:34:00,,,,,59.884,,,,,0.2125,,,,,,,,,,,,,,,,,,,,,,,,
1250,08/22/17 12:35:00,,,,,60.312,,,,,0.2186,4.405,,,,,,,,,,,,,,,,,,,,,,,
1251,08/22/17 12:36:00,,,,,60.877,,,,,0.2627,,,,,,,,,,,,,,,,,,,,,,,,
1252,08/22/17 12:37:00,,,,,61.045,,,,,0.4749,,,,,,,,,,,,,,,,,,,,,,,,
1253,08/22/17 12:38:00,,,,,59.819,,,,,0.4785,,,,,,,,,,,,,,,,,,,,,,,,
1254,08/22/17 12:39:00,,,,,59.613,,,,,0.4798,,,,,,,,,,,,,,,,,,,,,,,,
1255,08/22/17 12:40:00,,,,,60.540,,,,,0.5570,4.402,,,,,,,,,,,,,,,,,,,,,,,
1256,08/22/17 12:41:00,,,,,61.642,,,,,0.5554,,,,,,,,,,,,,,,,,,,,,,,,
1257,08/22/17 12:42:00,,,,,60.470,,,,,0.5570,,,,,,,,,,,,,,,,,,,,,,,,
1258,08/22/17 12:43:00,,,,,61.408,,,,,0.5557,,,,,,,,,,,,,,,,,,,,,,,,
1259,08/22/17 12:44:00,,,,,63.334,,,,,0.4640,,,,,,,,,,,,,,,,,,,,,,,,
1260,08/22/17 12:45:00,,,,,63.508,,,,,0.4942,4.400,,,,,,,,,,,,,,,,,,,,,,,
1261,08/22/17 12:46:00,,,,,62.971,,,,,0.4787,,,,,,,,,,,,,,,,,,,,,,,,
1262,08/22/17 12:47:00,,,,,62.575,,,,,0.4715,,,,,,,,,,,,,,,,,,,,,,,,
1263,08/22/17 12:48:00,,,,,60.649,,,,,0.2720,,,,,,,,,,,,,,,,,,,,,,,,
1264,08/22/17 12:49:00,,,,,62.759,,,,,0.1628,,,,,,,,,,,,,,,,,,,,,,,,
1265,08/22/17 12:50:00,,,,,61.376,,,,,0.2139,4.415,,,,,,,,,,,,,,,,,,,,,,,
1266,08/22/17 12:51:00,,,,,60.095,,,,,0.1406,,,,,,,,,,,,,,,,,,,,,,,,
1267,08/22/17 12:52:00,,,,,59.596,,,,,0.3218,,,,,,,,,,,,,,,,,,,,,,,,
1268,08/22/17 12:53:00,,,,,59.992,,,,,0.2844,,,,,,,,,,,,,,,,,,,,,,,,
1269,08/22/17 12:54:00,,,,,61.235,,,,,0.2638,,,,,,,,,,,,,,,,,,,,,,,,
1270,08/22/17 12:55:00,,,,,59.830,,,,,0.2357,4.450,,,,,,,,,,,,,,,,,,,,,,,
1271,08/22/17 12:56:00,,,,,60.253,,,,,0.4044,,,,,,,,,,,,,,,,,,,,,,,,
1272,08/22/17 12:57:00,,,,,61.322,,,,,0.4107,,,,,,,,,,,,,,,,,,,,,,,,
1273,08/22/17 12:58:00,,,,,59.922,,,,,0.4102,,,,,,,,,,,,,,,,,,,,,,,,
1274,08/22/17 12:59:00,,,,,61.615,,,,,0.4002,,,,,,,,,,,,,,,,,,,,,,,,
1275,08/22/17 13:00:00,,,,,58.300,,,,,0.4386,4.463,,,,,,,,,,,,,,,,,,,,,,,
1276,08/22/17 13:01:00,,,,,59.282,,,,,0.5587,,,,,,,,,,,,,,,,,,,,,,,,
1277,08/22/17 13:02:00,,,,,61.506,,,,,0.2906,,,,,,,,,,,,,,,,,,,,,,,,
1278,08/22/17 13:03:00,,,,,58.842,,,,,0.3024,,,,,,,,,,,,,,,,,,,,,,,,
1279,08/22/17 13:04:00,,,,,57.969,,,,,0.5532,,,,,,,,,,,,,,,,,,,,,,,,
1280,08/22/17 13:05:00,,,,,58.392,,,,,0.4719,4.435,,,,,,,,,,,,,,,,,,,,,,,
1281,08/22/17 13:06:00,,,,,58.050,,,,,0.5056,,,,,,,,,,,,,,,,,,,,,,,,
1282,08/22/17 13:07:00,,,,,59.341,,,,,0.4618,,,,,,,,,,,,,,,,,,,,,,,,
1283,08/22/17 13:08:00,,,,,58.419,,,,,0.4248,,,,,,,,,,,,,,,,,,,,,,,,
1284,08/22/17 13:09:00,,,,,60.079,,,,,0.4289,,,,,,,,,,,,,,,,,,,,,,,,
1285,08/22/17 13:10:00,,,,,60.671,,,,,0.4516,4.417,,,,,,,,,,,,,,,,,,,,,,,
1286,08/22/17 13:11:00,,,,,59.238,,,,,0.4517,,,,,,,,,,,,,,,,,,,,,,,,
1287,08/22/17 13:12:00,,,,,59.585,,,,,0.4387,,,,,,,,,,,,,,,,,,,,,,,,
1288,08/22/17 13:13:00,,,,,60.019,,,,,0.4589,,,,,,,,,,,,,,,,,,,,,,,,
1289,08/22/17 13:14:00,,,,,59.699,,,,,0.4799,,,,,,,,,,,,,,,,,,,,,,,,
1290,08/22/17 13:15:00,,,,,59.336,,,,,0.5033,4.409,,,,,,,,,,,,,,,,,,,,,,,
1291,08/22/17 13:16:00,,,,,58.115,,,,,0.4696,,,,,,,,,,,,,,,,,,,,,,,,
1292,08/22/17 13:17:00,,,,,56.363,,,,,0.5105,,,,,,,,,,,,,,,,,,,,,,,,
1293,08/22/17 13:18:00,,,,,56.308,,,,,0.5089,,,,,,,,,,,,,,,,,,,,,,,,
1294,08/22/17 13:19:00,,,,,59.423,,,,,0.5075,,,,,,,,,,,,,,,,,,,,,,,,
1295,08/22/17 13:20:00,,,,,58.902,,,,,0.5413,4.405,,,,,,,,,,,,,,,,,,,,,,,
1296,08/22/17 13:21:00,,,,,60.882,,,,,0.5188,,,,,,,,,,,,,,,,,,,,,,,,
1297,08/22/17 13:22:00,,,,,63.177,,,,,0.5516,,,,,,,,,,,,,,,,,,,,,,,,
1298,08/22/17 13:23:00,,,,,62.130,,,,,0.4427,,,,,,,,,,,,,,,,,,,,,,,,
1299,08/22/17 13:24:00,,,,,62.564,,,,,0.4386,,,,,,,,,,,,,,,,,,,,,,,,
1300,08/22/17 13:25:00,,,,,62.993,,,,,0.4323,4.402,,,,,,,,,,,,,,,,,,,,,,,
1301,08/22/17 13:26:00,,,,,62.928,,,,,0.4799,,,,,,,,,,,,,,,,,,,,,,,,
1302,08/22/17 13:27:00,,,,,61.783,,,,,0.5449,,,,,,,,,,,,,,,,,,,,,,,,
1303,08/22/17 13:28:00,,,,,60.600,,,,,0.4571,,,,,,,,,,,,,,,,,,,,,,,,
1304,08/22/17 13:29:00,,,,,61.522,,,,,0.4748,,,,,,,,,,,,,,,,,,,,,,,,
1305,08/22/17 13:30:00,,,,,60.280,,,,,0.4802,4.400,,,,,,,,,,,,,,,,,,,,,,,
1306,08/22/17 13:31:00,,,,,60.904,,,,,0.4967,,,,,,,,,,,,,,,,,,,,,,,,
1307,08/22/17 13:32:00,,,,,59.526,,,,,0.1906,,,,,,,,,,,,,,,,,,,,,,,,
1308,08/22/17 13:33:00,,,,,57.779,,,,,0.0806,,,,,,,,,,,,,,,,,,,,,,,,
1309,08/22/17 13:34:00,,,,,57.236,,,,,0.3860,,,,,,,,,,,,,,,,,,,,,,,,
1310,08/22/17 13:35:00,,,,,57.280,,,,,0.3968,4.424,,,,,,,,,,,,,,,,,,,,,,,
1311,08/22/17 13:36:00,,,,,57.063,,,,,0.4308,,,,,,,,,,,,,,,,,,,,,,,,
1312,08/22/17 13:37:00,,,,,57.242,,,,,0.4370,,,,,,,,,,,,,,,,,,,,,,,,
1313,08/22/17 13:38:00,,,,,59.396,,,,,0.3853,,,,,,,,,,,,,,,,,,,,,,,,
1314,08/22/17 13:39:00,,,,,58.831,,,,,0.4555,,,,,,,,,,,,,,,,,,,,,,,,
1315,08/22/17 13:40:00,,,,,58.435,,,,,0.4542,4.454,,,,,,,,,,,,,,,,,,,,,,,
1316,08/22/17 13:41:00,,,,,58.951,,,,,0.4394,,,,,,,,,,,,,,,,,,,,,,,,
1317,08/22/17 13:42:00,,,,,59.379,,,,,0.4394,,,,,,,,,,,,,,,,,,,,,,,,
1318,08/22/17 13:43:00,,,,,60.367,,,,,0.4486,,,,,,,,,,,,,,,,,,,,,,,,
1319,08/22/17 13:44:00,,,,,60.139,,,,,0.1343,,,,,,,,,,,,,,,,,,,,,,,,
1320,08/22/17 13:45:00,,,,,58.386,,,,,0.1945,4.456,,,,,,,,,,,,,,,,,,,,,,,
1321,08/22/17 13:46:00,,,,,59.520,,,,,0.1660,,,,,,,,,,,,,,,,,,,,,,,,
1322,08/22/17 13:47:00,,,,,59.238,,,,,0.2291,,,,,,,,,,,,,,,,,,,,,,,,
1323,08/22/17 13:48:00,,,,,59.477,,,,,0.2360,,,,,,,,,,,,,,,,,,,,,,,,
1324,08/22/17 13:49:00,,,,,60.329,,,,,0.2026,,,,,,,,,,,,,,,,,,,,,,,,
1325,08/22/17 13:50:00,,,,,60.302,,,,,0.2554,4.427,,,,,,,,,,,,,,,,,,,,,,,
1326,08/22/17 13:51:00,,,,,60.464,,,,,0.3208,,,,,,,,,,,,,,,,,,,,,,,,
1327,08/22/17 13:52:00,,,,,61.696,,,,,0.3097,,,,,,,,,,,,,,,,,,,,,,,,
1328,08/22/17 13:53:00,,,,,60.882,,,,,0.3468,,,,,,,,,,,,,,,,,,,,,,,,
1329,08/22/17 13:54:00,,,,,61.745,,,,,0.3482,,,,,,,,,,,,,,,,,,,,,,,,
1330,08/22/17 13:55:00,,,,,61.143,,,,,0.3251,4.414,,,,,,,,,,,,,,,,,,,,,,,
1331,08/22/17 13:56:00,,,,,61.370,,,,,0.3143,,,,,,,,,,,,,,,,,,,,,,,,
1332,08/22/17 13:57:00,,,,,57.898,,,,,0.2986,,,,,,,,,,,,,,,,,,,,,,,,
1333,08/22/17 13:58:00,,,,,56.949,,,,,0.2441,,,,,,,,,,,,,,,,,,,,,,,,
1334,08/22/17 13:59:00,,,,,57.887,,,,,0.2543,,,,,,,,,,,,,,,,,,,,,,,,
1335,08/22/17 14:00:00,,,,,58.869,,,,,0.3017,4.408,,,,,,,,,,,,,,,,,,,,,,,
1336,08/22/17 14:01:00,,,,,59.027,,,,,0.3370,,,,,,,,,,,,,,,,,,,,,,,,
1337,08/22/17 14:02:00,,,,,60.215,,,,,0.4131,,,,,,,,,,,,,,,,,,,,,,,,
1338,08/22/17 14:03:00,,,,,58.240,,,,,0.5546,,,,,,,,,,,,,,,,,,,,,,,,
1339,08/22/17 14:04:00,,,,,59.157,,,,,0.5549,,,,,,,,,,,,,,,,,,,,,,,,
1340,08/22/17 14:05:00,,,,,57.692,,,,,0.5566,4.403,,,,,,,,,,,,,,,,,,,,,,,
1341,08/22/17 14:06:00,,,,,56.433,,,,,0.5584,,,,,,,,,,,,,,,,,,,,,,,,
1342,08/22/17 14:07:00,,,,,58.462,,,,,0.5573,,,,,,,,,,,,,,,,,,,,,,,,
1343,08/22/17 14:08:00,,,,,58.527,,,,,0.5559,,,,,,,,,,,,,,,,,,,,,,,,
1344,08/22/17 14:09:00,,,,,59.585,,,,,0.3420,,,,,,,,,,,,,,,,,,,,,,,,
1345,08/22/17 14:10:00,,,,,61.148,,,,,0.1486,4.402,,,,,,,,,,,,,,,,,,,,,,,
1346,08/22/17 14:11:00,,,,,62.049,,,,,0.3301,,,,,,,,,,,,,,,,,,,,,,,,
1347,08/22/17 14:12:00,,,,,62.466,,,,,0.2061,,,,,,,,,,,,,,,,,,,,,,,,
1348,08/22/17 14:13:00,,,,,59.444,,,,,0.2184,,,,,,,,,,,,,,,,,,,,,,,,
1349,08/22/17 14:14:00,,,,,58.452,,,,,0.2577,,,,,,,,,,,,,,,,,,,,,,,,
1350,08/22/17 14:15:00,,,,,57.676,,,,,0.4248,4.398,,,,,,,,,,,,,,,,,,,,,,,
1351,08/22/17 14:16:00,,,,,60.009,,,,,0.4082,,,,,,,,,,,,,,,,,,,,,,,,
1352,08/22/17 14:17:00,,,,,56.569,,,,,0.5333,,,,,,,,,,,,,,,,,,,,,,,,
1353,08/22/17 14:18:00,,,,,56.981,,,,,0.5291,,,,,,,,,,,,,,,,,,,,,,,,
1354,08/22/17 14:19:00,,,,,58.457,,,,,0.5266,,,,,,,,,,,,,,,,,,,,,,,,
1355,08/22/17 14:20:00,,,,,60.850,,,,,0.5220,4.433,,,,,,,,,,,,,,,,,,,,,,,
1356,08/22/17 14:21:00,,,,,61.240,,,,,0.4879,,,,,,,,,,,,,,,,,,,,,,,,
1357,08/22/17 14:22:00,,,,,59.971,,,,,0.4871,,,,,,,,,,,,,,,,,,,,,,,,
1358,08/22/17 14:23:00,,,,,60.817,,,,,0.4887,,,,,,,,,,,,,,,,,,,,,,,,
1359,08/22/17 14:24:00,,,,,60.426,,,,,0.4904,,,,,,,,,,,,,,,,,,,,,,,,
1360,08/22/17 14:25:00,,,,,60.470,,,,,0.4293,4.462,,,,,,,,,,,,,,,,,,,,,,,
1361,08/22/17 14:26:00,,,,,58.875,,,,,0.4308,,,,,,,,,,,,,,,,,,,,,,,,
1362,08/22/17 14:27:00,,,,,58.218,,,,,0.4477,,,,,,,,,,,,,,,,,,,,,,,,
1363,08/22/17 14:28:00,,,,,60.095,,,,,0.4463,,,,,,,,,,,,,,,,,,,,,,,,
1364,08/22/17 14:29:00,,,,,58.799,,,,,0.4461,,,,,,,,,,,,,,,,,,,,,,,,
1365,08/22/17 14:30:00,,,,,55.565,,,,,0.4254,4.439,,,,,,,,,,,,,,,,,,,,,,,
1366,08/22/17 14:31:00,,,,,57.421,,,,,0.5109,,,,,,,,,,,,,,,,,,,,,,,,
1367,08/22/17 14:32:00,,,,,56.124,,,,,0.5109,,,,,,,,,,,,,,,,,,,,,,,,
1368,08/22/17 14:33:00,,,,,56.140,,,,,0.5152,,,,,,,,,,,,,,,,,,,,,,,,
1369,08/22/17 14:34:00,,,,,55.164,,,,,0.5145,,,,,,,,,,,,,,,,,,,,,,,,
1370,08/22/17 14:35:00,,,,,52.880,,,,,0.4456,4.420,,,,,,,,,,,,,,,,,,,,,,,
1371,08/22/17 14:36:00,,,,,55.836,,,,,0.0846,,,,,,,,,,,,,,,,,,,,,,,,
1372,08/22/17 14:37:00,,,,,57.247,,,,,0.0986,,,,,,,,,,,,,,,,,,,,,,,,
1373,08/22/17 14:38:00,,,,,58.707,,,,,0.3512,,,,,,,,,,,,,,,,,,,,,,,,
1374,08/22/17 14:39:00,,,,,58.473,,,,,0.4392,,,,,,,,,,,,,,,,,,,,,,,,
1375,08/22/17 14:40:00,,,,,58.278,,,,,0.4729,4.409,,,,,,,,,,,,,,,,,,,,,,,
1376,08/22/17 14:41:00,,,,,57.697,,,,,0.4865,,,,,,,,,,,,,,,,,,,,,,,,
1377,08/22/17 14:42:00,,,,,58.511,,,,,0.2532,,,,,,,,,,,,,,,,,,,,,,,,
1378,08/22/17 14:43:00,,,,,57.741,,,,,0.3941,,,,,,,,,,,,,,,,,,,,,,,,
1379,08/22/17 14:44:00,,,,,59.694,,,,,0.4970,,,,,,,,,,,,,,,,,,,,,,,,
1380,08/22/17 14:45:00,,,,,59.238,,,,,0.5524,4.405,,,,,,,,,,,,,,,,,,,,,,,
1381,08/22/17 14:46:00,,,,,60.524,,,,,0.4142,,,,,,,,,,,,,,,,,,,,,,,,
1382,08/22/17 14:47:00,,,,,59.678,,,,,0.3211,,,,,,,,,,,,,,,,,,,,,,,,
1383,08/22/17 14:48:00,,,,,57.475,,,,,0.3429,,,,,,,,,,,,,,,,,,,,,,,,
1384,08/22/17 14:49:00,,,,,54.572,,,,,0.3254,,,,,,,,,,,,,,,,,,,,,,,,
1385,08/22/17 14:50:00,,,,,55.017,,,,,0.3415,4.402,,,,,,,,,,,,,,,,,,,,,,,
1386,08/22/17 14:51:00,,,,,55.153,,,,,0.3370,,,,,,,,,,,,,,,,,,,,,,,,
1387,08/22/17 14:52:00,,,,,55.902,,,,,0.3304,,,,,,,,,,,,,,,,,,,,,,,,
1388,08/22/17 14:53:00,,,,,57.904,,,,,0.3296,,,,,,,,,,,,,,,,,,,,,,,,
1389,08/22/17 14:54:00,,,,,59.694,,,,,0.3440,,,,,,,,,,,,,,,,,,,,,,,,
1390,08/22/17 14:55:00,,,,,58.603,,,,,0.3832,4.402,,,,,,,,,,,,,,,,,,,,,,,
1391,08/22/17 14:56:00,,,,,60.850,,,,,0.1513,,,,,,,,,,,,,,,,,,,,,,,,
1392,08/22/17 14:57:00,,,,,61.381,,,,,0.1533,,,,,,,,,,,,,,,,,,,,,,,,
1393,08/22/17 14:58:00,,,,,59.873,,,,,0.1708,,,,,,,,,,,,,,,,,,,,,,,,
1394,08/22/17 14:59:00,,,,,58.614,,,,,0.2234,,,,,,,,,,,,,,,,,,,,,,,,
1395,08/22/17 15:00:00,,,,,58.826,,,,,0.1791,4.398,,,,,,,,,,,,,,,,,,,,,,,
1396,08/22/17 15:01:00,,,,,57.225,,,,,0.5347,,,,,,,,,,,,,,,,,,,,,,,,
1397,08/22/17 15:02:00,,,,,58.017,,,,,0.5328,,,,,,,,,,,,,,,,,,,,,,,,
1398,08/22/17 15:03:00,,,,,60.497,,,,,0.5302,,,,,,,,,,,,,,,,,,,,,,,,
1399,08/22/17 15:04:00,,,,,61.213,,,,,0.4765,,,,,,,,,,,,,,,,,,,,,,,,
1400,08/22/17 15:05:00,,,,,59.124,,,,,0.3446,4.432,,,,,,,,,,,,,,,,,,,,,,,
1401,08/22/17 15:06:00,,,,,57.833,,,,,0.3586,,,,,,,,,,,,,,,,,,,,,,,,
1402,08/22/17 15:07:00,,,,,57.269,,,,,0.3598,,,,,,,,,,,,,,,,,,,,,,,,
1403,08/22/17 15:08:00,,,,,56.102,,,,,0.3883,,,,,,,,,,,,,,,,,,,,,,,,
1404,08/22/17 15:09:00,,,,,56.026,,,,,0.3921,,,,,,,,,,,,,,,,,,,,,,,,
1405,08/22/17 15:10:00,,,,,56.346,,,,,0.3972,4.462,,,,,,,,,,,,,,,,,,,,,,,
1406,08/22/17 15:11:00,,,,,53.335,,,,,0.4054,,,,,,,,,,,,,,,,,,,,,,,,
1407,08/22/17 15:12:00,,,,,55.164,,,,,0.3924,,,,,,,,,,,,,,,,,,,,,,,,
1408,08/22/17 15:13:00,,,,,54.350,,,,,0.3985,,,,,,,,,,,,,,,,,,,,,,,,
1409,08/22/17 15:14:00,,,,,56.466,,,,,0.3803,,,,,,,,,,,,,,,,,,,,,,,,
1410,08/22/17 15:15:00,,,,,56.824,,,,,0.3940,4.439,,,,,,,,,,,,,,,,,,,,,,,
1411,08/22/17 15:16:00,,,,,55.847,,,,,0.4715,,,,,,,,,,,,,,,,,,,,,,,,
1412,08/22/17 15:17:00,,,,,58.766,,,,,0.4334,,,,,,,,,,,,,,,,,,,,,,,,
1413,08/22/17 15:18:00,,,,,58.929,,,,,0.3390,,,,,,,,,,,,,,,,,,,,,,,,
1414,08/22/17 15:19:00,,,,,59.629,,,,,0.1084,,,,,,,,,,,,,,,,,,,,,,,,
1415,08/22/17 15:20:00,,,,,58.815,,,,,0.0974,4.420,,,,,,,,,,,,,,,,,,,,,,,
1416,08/22/17 15:21:00,,,,,57.600,,,,,0.1019,,,,,,,,,,,,,,,,,,,,,,,,
1417,08/22/17 15:22:00,,,,,58.386,,,,,0.1148,,,,,,,,,,,,,,,,,,,,,,,,
1418,08/22/17 15:23:00,,,,,57.258,,,,,0.1098,,,,,,,,,,,,,,,,,,,,,,,,
1419,08/22/17 15:24:00,,,,,54.268,,,,,0.1276,,,,,,,,,,,,,,,,,,,,,,,,
1420,08/22/17 15:25:00,,,,,53.764,,,,,0.2195,4.409,,,,,,,,,,,,,,,,,,,,,,,
1421,08/22/17 15:26:00,,,,,54.887,,,,,0.3102,,,,,,,,,,,,,,,,,,,,,,,,
1422,08/22/17 15:27:00,,,,,54.968,,,,,0.3766,,,,,,,,,,,,,,,,,,,,,,,,
1423,08/22/17 15:28:00,,,,,56.303,,,,,0.3969,,,,,,,,,,,,,,,,,,,,,,,,
1424,08/22/17 15:29:00,,,,,56.216,,,,,0.3990,,,,,,,,,,,,,,,,,,,,,,,,
1425,08/22/17 15:30:00,,,,,57.193,,,,,0.3965,4.405,,,,,,,,,,,,,,,,,,,,,,,
1426,08/22/17 15:31:00,,,,,56.981,,,,,0.3753,,,,,,,,,,,,,,,,,,,,,,,,
1427,08/22/17 15:32:00,,,,,55.798,,,,,0.3745,,,,,,,,,,,,,,,,,,,,,,,,
1428,08/22/17 15:33:00,,,,,55.695,,,,,0.4228,,,,,,,,,,,,,,,,,,,,,,,,
1429,08/22/17 15:34:00,,,,,56.412,,,,,0.3900,,,,,,,,,,,,,,,,,,,,,,,,
1430,08/22/17 15:35:00,,,,,56.015,,,,,0.4041,4.403,,,,,,,,,,,,,,,,,,,,,,,
1431,08/22/17 15:36:00,,,,,52.722,,,,,0.5144,,,,,,,,,,,,,,,,,,,,,,,,
1432,08/22/17 15:37:00,,,,,52.939,,,,,0.4347,,,,,,,,,,,,,,,,,,,,,,,,
1433,08/22/17 15:38:00,,,,,52.625,,,,,0.4909,,,,,,,,,,,,,,,,,,,,,,,,
